,timestamp,hero,villain,market,line,line_type,price,hero_score,villain_score
76,2022-11-04 16:22:04.107397,Saint-Chamond,Vichy-Clermont Métropole,TOTAL,11.5,underdog,-115,49,35
77,2022-11-04 16:22:04.107397,Vichy-Clermont Métropole,Saint-Chamond,TOTAL,11.5,underdog,-125,35,49
78,2022-11-04 16:22:04.231831,Cibona,ZKK Split,SPREAD,1.5,favorite,-130,53,52
79,2022-11-04 16:22:04.231831,ZKK Split,Cibona,SPREAD,1.5,favorite,-110,52,53
80,2022-11-04 16:22:04.231831,Cibona,ZKK Split,WIN,,,EVEN,53,52
81,2022-11-04 16:22:04.231831,ZKK Split,Cibona,WIN,,,-140,52,53
82,2022-11-04 16:22:04.231831,Cibona,ZKK Split,TOTAL,1.5,favorite,-130,53,52
83,2022-11-04 16:22:04.231831,ZKK Split,Cibona,TOTAL,1.5,favorite,-110,52,53
84,2022-11-04 16:22:04.341844,Kangoeres Mechelen,Limburg United,SPREAD,2.5,underdog,-155,41,36
85,2022-11-04 16:22:04.341844,Limburg United,Kangoeres Mechelen,SPREAD,2.5,underdog,+110,36,41
86,2022-11-04 16:22:04.341844,Kangoeres Mechelen,Limburg United,WIN,,,-225,41,36
87,2022-11-04 16:22:04.341844,Limburg United,Kangoeres Mechelen,WIN,,,+155,36,41
88,2022-11-04 16:22:04.341844,Kangoeres Mechelen,Limburg United,TOTAL,2.5,underdog,-120,41,36
89,2022-11-04 16:22:04.341844,Limburg United,Kangoeres Mechelen,TOTAL,2.5,underdog,-120,36,41
90,2022-11-04 16:22:04.449985,Okapi Aalst,Spirou Charleroi,SPREAD,14.5,underdog,+110,55,35
91,2022-11-04 16:22:04.449985,Spirou Charleroi,Okapi Aalst,SPREAD,14.5,underdog,-155,35,55
92,2022-11-04 16:22:04.449985,Okapi Aalst,Spirou Charleroi,WIN,,,-1600,55,35
93,2022-11-04 16:22:04.449985,Spirou Charleroi,Okapi Aalst,WIN,,,+650,35,55
94,2022-11-04 16:22:04.449985,Okapi Aalst,Spirou Charleroi,TOTAL,14.5,underdog,-110,55,35
95,2022-11-04 16:22:04.449985,Spirou Charleroi,Okapi Aalst,TOTAL,14.5,underdog,-130,35,55
96,2022-11-04 16:22:04.556702,RSW Liège,BC Oostende,SPREAD,30.5,favorite,-120,37,55
97,2022-11-04 16:22:04.556702,BC Oostende,RSW Liège,SPREAD,30.5,favorite,-120,55,37
98,2022-11-04 16:22:04.556702,RSW Liège,BC Oostende,WIN,,,+1500,37,55
99,2022-11-04 16:22:04.556702,BC Oostende,RSW Liège,WIN,,,-10000,55,37
100,2022-11-04 16:22:04.556702,RSW Liège,BC Oostende,TOTAL,30.5,favorite,-115,37,55
101,2022-11-04 16:22:04.556702,BC Oostende,RSW Liège,TOTAL,30.5,favorite,-125,55,37
102,2022-11-04 16:22:04.680787,Caledonia Gladiators,Bristol Flyers,SPREAD,17.5,favorite,-120,26,46
103,2022-11-04 16:22:04.680787,Bristol Flyers,Caledonia Gladiators,SPREAD,17.5,favorite,-120,46,26
104,2022-11-04 16:22:04.680787,Caledonia Gladiators,Bristol Flyers,WIN,,,+1000,26,46
105,2022-11-04 16:22:04.680787,Bristol Flyers,Caledonia Gladiators,WIN,,,-6600,46,26
106,2022-11-04 16:22:04.680787,Caledonia Gladiators,Bristol Flyers,TOTAL,17.5,favorite,-120,26,46
107,2022-11-04 16:22:04.680787,Bristol Flyers,Caledonia Gladiators,TOTAL,17.5,favorite,-120,46,26
108,2022-11-04 16:22:04.840632,Cheshire Phoenix,Leicester Riders,SPREAD,4.5,favorite,-120,40,38
109,2022-11-04 16:22:04.840632,Leicester Riders,Cheshire Phoenix,SPREAD,4.5,favorite,-120,38,40
110,2022-11-04 16:22:04.840632,Cheshire Phoenix,Leicester Riders,WIN,,,+180,40,38
111,2022-11-04 16:22:04.840632,Leicester Riders,Cheshire Phoenix,WIN,,,-265,38,40
112,2022-11-04 16:22:04.840632,Cheshire Phoenix,Leicester Riders,TOTAL,4.5,favorite,-130,40,38
113,2022-11-04 16:22:04.840632,Leicester Riders,Cheshire Phoenix,TOTAL,4.5,favorite,-110,38,40
114,2022-11-04 16:22:04.977362,Surrey Scorchers,Newcastle Eagles,SPREAD,7.5,favorite,-120,28,28
115,2022-11-04 16:22:04.977362,Newcastle Eagles,Surrey Scorchers,SPREAD,7.5,favorite,-120,28,28
116,2022-11-04 16:22:04.977362,Surrey Scorchers,Newcastle Eagles,WIN,,,+275,28,28
117,2022-11-04 16:22:04.977362,Newcastle Eagles,Surrey Scorchers,WIN,,,-440,28,28
118,2022-11-04 16:22:04.977362,Surrey Scorchers,Newcastle Eagles,TOTAL,7.5,favorite,-120,28,28
119,2022-11-04 16:22:04.977362,Newcastle Eagles,Surrey Scorchers,TOTAL,7.5,favorite,-120,28,28
120,2022-11-04 16:22:05.100955,Iraurgi SB,HLA Alicante,SPREAD,10.5,favorite,-115,36,42
121,2022-11-04 16:22:05.100955,HLA Alicante,Iraurgi SB,SPREAD,10.5,favorite,-125,42,36
122,2022-11-04 16:22:05.100955,Iraurgi SB,HLA Alicante,WIN,,,+475,36,42
123,2022-11-04 16:22:05.100955,HLA Alicante,Iraurgi SB,WIN,,,-900,42,36
124,2022-11-04 16:22:05.100955,Iraurgi SB,HLA Alicante,TOTAL,10.5,favorite,-120,36,42
125,2022-11-04 16:22:05.100955,HLA Alicante,Iraurgi SB,TOTAL,10.5,favorite,-120,42,36
126,2022-11-04 16:22:05.262718,Caceres Basket,Amics Castelló,SPREAD,8.5,underdog,+110,30,13
127,2022-11-04 16:22:05.262718,Amics Castelló,Caceres Basket,SPREAD,8.5,underdog,-155,13,30
128,2022-11-04 16:22:05.262718,Caceres Basket,Amics Castelló,WIN,,,-315,30,13
129,2022-11-04 16:22:05.262718,Amics Castelló,Caceres Basket,WIN,,,+210,13,30
130,2022-11-04 16:22:05.262718,Caceres Basket,Amics Castelló,TOTAL,8.5,underdog,+110,30,13
131,2022-11-04 16:22:05.262718,Amics Castelló,Caceres Basket,TOTAL,8.5,underdog,-155,13,30
132,2022-11-04 16:22:05.380872,Brooklyn Nets,Washington Wizards,SPREAD,3.0,favorite,-110,,
133,2022-11-04 16:22:05.380872,Washington Wizards,Brooklyn Nets,SPREAD,3.0,favorite,-110,,
134,2022-11-04 16:22:05.380872,Brooklyn Nets,Washington Wizards,WIN,,,+135,,
135,2022-11-04 16:22:05.380872,Washington Wizards,Brooklyn Nets,WIN,,,-160,,
136,2022-11-04 16:22:05.380872,Brooklyn Nets,Washington Wizards,TOTAL,3.0,favorite,-105,,
137,2022-11-04 16:22:05.380872,Washington Wizards,Brooklyn Nets,TOTAL,3.0,favorite,-115,,
138,2022-11-04 16:22:05.609908,Cleveland Cavaliers,Detroit Pistons,SPREAD,5.5,underdog,-110,,
139,2022-11-04 16:22:05.609908,Detroit Pistons,Cleveland Cavaliers,SPREAD,5.5,underdog,-110,,
140,2022-11-04 16:22:05.609908,Cleveland Cavaliers,Detroit Pistons,WIN,,,-225,,
141,2022-11-04 16:22:05.609908,Detroit Pistons,Cleveland Cavaliers,WIN,,,+185,,
142,2022-11-04 16:22:05.609908,Cleveland Cavaliers,Detroit Pistons,TOTAL,5.5,underdog,-110,,
143,2022-11-04 16:22:05.609908,Detroit Pistons,Cleveland Cavaliers,TOTAL,5.5,underdog,-110,,
144,2022-11-04 16:22:05.728928,Miami Heat,Indiana Pacers,SPREAD,3.5,underdog,-110,,
145,2022-11-04 16:22:05.728928,Indiana Pacers,Miami Heat,SPREAD,3.5,underdog,-110,,
146,2022-11-04 16:22:05.728928,Miami Heat,Indiana Pacers,WIN,,,-165,,
147,2022-11-04 16:22:05.728928,Indiana Pacers,Miami Heat,WIN,,,+140,,
148,2022-11-04 16:22:05.728928,Miami Heat,Indiana Pacers,TOTAL,3.5,underdog,-110,,
149,2022-11-04 16:22:05.728928,Indiana Pacers,Miami Heat,TOTAL,3.5,underdog,-110,,
150,2022-11-04 16:22:05.844085,New York Knicks,Philadelphia 76ers,SPREAD,3.5,favorite,-110,,
151,2022-11-04 16:22:05.844085,Philadelphia 76ers,New York Knicks,SPREAD,3.5,favorite,-110,,
152,2022-11-04 16:22:05.844085,New York Knicks,Philadelphia 76ers,WIN,,,+135,,
153,2022-11-04 16:22:05.844085,Philadelphia 76ers,New York Knicks,WIN,,,-160,,
154,2022-11-04 16:22:05.844085,New York Knicks,Philadelphia 76ers,TOTAL,3.5,favorite,-110,,
155,2022-11-04 16:22:05.844085,Philadelphia 76ers,New York Knicks,TOTAL,3.5,favorite,-110,,
156,2022-11-04 16:22:05.957578,Chicago Bulls,Boston Celtics,SPREAD,7.0,favorite,-105,,
157,2022-11-04 16:22:05.957578,Boston Celtics,Chicago Bulls,SPREAD,7.0,favorite,-115,,
158,2022-11-04 16:22:05.957578,Chicago Bulls,Boston Celtics,WIN,,,+235,,
159,2022-11-04 16:22:05.957578,Boston Celtics,Chicago Bulls,WIN,,,-285,,
160,2022-11-04 16:22:05.957578,Chicago Bulls,Boston Celtics,TOTAL,7.0,favorite,-115,,
161,2022-11-04 16:22:05.957578,Boston Celtics,Chicago Bulls,TOTAL,7.0,favorite,-105,,
162,2022-11-04 16:22:06.067930,Charlotte Hornets,Memphis Grizzlies,SPREAD,11.0,favorite,-110,,
163,2022-11-04 16:22:06.067930,Memphis Grizzlies,Charlotte Hornets,SPREAD,11.0,favorite,-110,,
164,2022-11-04 16:22:06.067930,Charlotte Hornets,Memphis Grizzlies,WIN,,,+450,,
165,2022-11-04 16:22:06.067930,Memphis Grizzlies,Charlotte Hornets,WIN,,,-650,,
166,2022-11-04 16:22:06.067930,Charlotte Hornets,Memphis Grizzlies,TOTAL,11.0,favorite,-110,,
167,2022-11-04 16:22:06.067930,Memphis Grizzlies,Charlotte Hornets,TOTAL,11.0,favorite,-110,,
168,2022-11-04 16:22:06.184927,Golden State Warriors,New Orleans Pelicans,SPREAD,10.5,favorite,-110,,
169,2022-11-04 16:22:06.184927,New Orleans Pelicans,Golden State Warriors,SPREAD,10.5,favorite,-110,,
170,2022-11-04 16:22:06.184927,Golden State Warriors,New Orleans Pelicans,WIN,,,+370,,
171,2022-11-04 16:22:06.184927,New Orleans Pelicans,Golden State Warriors,WIN,,,-510,,
172,2022-11-04 16:22:06.184927,Golden State Warriors,New Orleans Pelicans,TOTAL,10.5,favorite,-110,,
173,2022-11-04 16:22:06.184927,New Orleans Pelicans,Golden State Warriors,TOTAL,10.5,favorite,-110,,
174,2022-11-04 16:22:06.309342,L.A. Clippers,San Antonio Spurs,SPREAD,3.5,underdog,-110,,
175,2022-11-04 16:22:06.309342,San Antonio Spurs,L.A. Clippers,SPREAD,3.5,underdog,-110,,
176,2022-11-04 16:22:06.309342,L.A. Clippers,San Antonio Spurs,WIN,,,-165,,
177,2022-11-04 16:22:06.309342,San Antonio Spurs,L.A. Clippers,WIN,,,+140,,
178,2022-11-04 16:22:06.309342,L.A. Clippers,San Antonio Spurs,TOTAL,3.5,underdog,-110,,
179,2022-11-04 16:22:06.309342,San Antonio Spurs,L.A. Clippers,TOTAL,3.5,underdog,-110,,
180,2022-11-04 16:22:06.430988,Toronto Raptors,Dallas Mavericks,SPREAD,3.5,favorite,-110,,
181,2022-11-04 16:22:06.430988,Dallas Mavericks,Toronto Raptors,SPREAD,3.5,favorite,-110,,
182,2022-11-04 16:22:06.430988,Toronto Raptors,Dallas Mavericks,WIN,,,+135,,
183,2022-11-04 16:22:06.430988,Dallas Mavericks,Toronto Raptors,WIN,,,-160,,
184,2022-11-04 16:22:06.430988,Toronto Raptors,Dallas Mavericks,TOTAL,3.5,favorite,-110,,
185,2022-11-04 16:22:06.430988,Dallas Mavericks,Toronto Raptors,TOTAL,3.5,favorite,-110,,
186,2022-11-04 16:22:06.549505,Milwaukee Bucks,Minnesota Timberwolves,SPREAD,3.5,underdog,-110,,
187,2022-11-04 16:22:06.549505,Minnesota Timberwolves,Milwaukee Bucks,SPREAD,3.5,underdog,-110,,
188,2022-11-04 16:22:06.549505,Milwaukee Bucks,Minnesota Timberwolves,WIN,,,-160,,
189,2022-11-04 16:22:06.549505,Minnesota Timberwolves,Milwaukee Bucks,WIN,,,+135,,
190,2022-11-04 16:22:06.549505,Milwaukee Bucks,Minnesota Timberwolves,TOTAL,3.5,underdog,-110,,
191,2022-11-04 16:22:06.549505,Minnesota Timberwolves,Milwaukee Bucks,TOTAL,3.5,underdog,-110,,
192,2022-11-04 16:22:06.665757,Portland Trail Blazers,Phoenix Suns,SPREAD,12.0,favorite,-110,,
193,2022-11-04 16:22:06.665757,Phoenix Suns,Portland Trail Blazers,SPREAD,12.0,favorite,-110,,
194,2022-11-04 16:22:06.665757,Portland Trail Blazers,Phoenix Suns,WIN,,,+450,,
195,2022-11-04 16:22:06.665757,Phoenix Suns,Portland Trail Blazers,WIN,,,-650,,
196,2022-11-04 16:22:06.665757,Portland Trail Blazers,Phoenix Suns,TOTAL,12.0,favorite,-110,,
197,2022-11-04 16:22:06.665757,Phoenix Suns,Portland Trail Blazers,TOTAL,12.0,favorite,-110,,
198,2022-11-04 16:22:06.780041,Utah Jazz,Los Angeles Lakers,SPREAD,3.5,favorite,-110,,
199,2022-11-04 16:22:06.780041,Los Angeles Lakers,Utah Jazz,SPREAD,3.5,favorite,-110,,
200,2022-11-04 16:22:06.780041,Utah Jazz,Los Angeles Lakers,WIN,,,+135,,
201,2022-11-04 16:22:06.780041,Los Angeles Lakers,Utah Jazz,WIN,,,-160,,
202,2022-11-04 16:22:06.780041,Utah Jazz,Los Angeles Lakers,TOTAL,3.5,favorite,-110,,
203,2022-11-04 16:22:06.780041,Los Angeles Lakers,Utah Jazz,TOTAL,3.5,favorite,-110,,
204,2022-11-04 16:22:06.898941,Paulistano,Unifacisa,SPREAD,5.0,favorite,-120,,
205,2022-11-04 16:22:06.898941,Unifacisa,Paulistano,SPREAD,5.0,favorite,-110,,
206,2022-11-04 16:22:06.898941,Paulistano,Unifacisa,WIN,,,+165,,
207,2022-11-04 16:22:06.898941,Unifacisa,Paulistano,WIN,,,-210,,
208,2022-11-04 16:22:06.898941,Paulistano,Unifacisa,TOTAL,5.0,favorite,-120,,
209,2022-11-04 16:22:06.898941,Unifacisa,Paulistano,TOTAL,5.0,favorite,-110,,
210,2022-11-04 16:22:07.015404,SC Corinthians Paulista,São Paulo,SPREAD,7.5,favorite,-120,,
211,2022-11-04 16:22:07.015404,São Paulo,SC Corinthians Paulista,SPREAD,7.5,favorite,-110,,
212,2022-11-04 16:22:07.015404,SC Corinthians Paulista,São Paulo,WIN,,,+225,,
213,2022-11-04 16:22:07.015404,São Paulo,SC Corinthians Paulista,WIN,,,-310,,
214,2022-11-04 16:22:07.015404,SC Corinthians Paulista,São Paulo,TOTAL,7.5,favorite,-115,,
215,2022-11-04 16:22:07.015404,São Paulo,SC Corinthians Paulista,TOTAL,7.5,favorite,-115,,
216,2022-11-04 16:22:07.139099,Brisbane Bullets,Tasmania JackJumpers,SPREAD,2.5,favorite,-120,,
217,2022-11-04 16:22:07.139099,Tasmania JackJumpers,Brisbane Bullets,SPREAD,2.5,favorite,-110,,
218,2022-11-04 16:22:07.139099,Brisbane Bullets,Tasmania JackJumpers,WIN,,,+110,,
219,2022-11-04 16:22:07.139099,Tasmania JackJumpers,Brisbane Bullets,WIN,,,-145,,
220,2022-11-04 16:22:07.139099,Brisbane Bullets,Tasmania JackJumpers,TOTAL,2.5,favorite,-115,,
221,2022-11-04 16:22:07.139099,Tasmania JackJumpers,Brisbane Bullets,TOTAL,2.5,favorite,-115,,
222,2022-11-04 16:22:07.254155,Perth Wildcats,Adelaide 36ers,SPREAD,2.0,favorite,-110,,
223,2022-11-04 16:22:07.254155,Adelaide 36ers,Perth Wildcats,SPREAD,2.0,favorite,-120,,
224,2022-11-04 16:22:07.254155,Perth Wildcats,Adelaide 36ers,WIN,,,+110,,
225,2022-11-04 16:22:07.254155,Adelaide 36ers,Perth Wildcats,WIN,,,-145,,
226,2022-11-04 16:22:07.254155,Perth Wildcats,Adelaide 36ers,TOTAL,2.0,favorite,-120,,
227,2022-11-04 16:22:07.254155,Adelaide 36ers,Perth Wildcats,TOTAL,2.0,favorite,-110,,
228,2022-11-04 16:22:07.374858,Sydney Kings,New Zealand Breakers,SPREAD,2.5,underdog,-110,,
229,2022-11-04 16:22:07.374858,New Zealand Breakers,Sydney Kings,SPREAD,2.5,underdog,-120,,
230,2022-11-04 16:22:07.374858,Sydney Kings,New Zealand Breakers,WIN,,,-136,,
231,2022-11-04 16:22:07.374858,New Zealand Breakers,Sydney Kings,WIN,,,+109,,
232,2022-11-04 16:22:07.374858,Sydney Kings,New Zealand Breakers,TOTAL,2.5,underdog,-115,,
233,2022-11-04 16:22:07.374858,New Zealand Breakers,Sydney Kings,TOTAL,2.5,underdog,-115,,
234,2022-11-04 16:22:07.497429,Chorale Roanne,SLUC Nancy,SPREAD,3.0,favorite,-105,,
235,2022-11-04 16:22:07.497429,SLUC Nancy,Chorale Roanne,SPREAD,3.0,favorite,-115,,
236,2022-11-04 16:22:07.497429,Chorale Roanne,SLUC Nancy,WIN,,,+130,,
237,2022-11-04 16:22:07.497429,SLUC Nancy,Chorale Roanne,WIN,,,-155,,
238,2022-11-04 16:22:07.497429,Chorale Roanne,SLUC Nancy,TOTAL,3.0,favorite,-115,,
239,2022-11-04 16:22:07.497429,SLUC Nancy,Chorale Roanne,TOTAL,3.0,favorite,-105,,
240,2022-11-04 16:22:07.616134,Élan Béarnais,Cholet,SPREAD,7.0,favorite,-105,,
241,2022-11-04 16:22:07.616134,Cholet,Élan Béarnais,SPREAD,7.0,favorite,-115,,
242,2022-11-04 16:22:07.616134,Élan Béarnais,Cholet,WIN,,,+245,,
243,2022-11-04 16:22:07.616134,Cholet,Élan Béarnais,WIN,,,-310,,
244,2022-11-04 16:22:07.616134,Élan Béarnais,Cholet,TOTAL,7.0,favorite,-110,,
245,2022-11-04 16:22:07.616134,Cholet,Élan Béarnais,TOTAL,7.0,favorite,-110,,
246,2022-11-04 16:22:07.729461,Donar Groningen,Apollo Amsterdam,SPREAD,17.0,underdog,-120,,
247,2022-11-04 16:22:07.729461,Apollo Amsterdam,Donar Groningen,SPREAD,17.0,underdog,-120,,
248,2022-11-04 16:22:07.729461,Donar Groningen,Apollo Amsterdam,WIN,,,-1800,,
249,2022-11-04 16:22:07.729461,Apollo Amsterdam,Donar Groningen,WIN,,,+700,,
250,2022-11-04 16:22:07.729461,Donar Groningen,Apollo Amsterdam,TOTAL,17.0,underdog,-120,,
251,2022-11-04 16:22:07.729461,Apollo Amsterdam,Donar Groningen,TOTAL,17.0,underdog,-120,,
252,2022-11-04 16:22:07.848468,Güssing/Jennersdorf,Mistelbach Mustangs,SPREAD,7.0,favorite,-115,,
253,2022-11-04 16:22:07.848468,Mistelbach Mustangs,Güssing/Jennersdorf,SPREAD,7.0,favorite,-125,,
254,2022-11-04 16:22:07.848468,Güssing/Jennersdorf,Mistelbach Mustangs,WIN,,,+220,,
255,2022-11-04 16:22:07.848468,Mistelbach Mustangs,Güssing/Jennersdorf,WIN,,,-330,,
256,2022-11-04 16:22:07.848468,Güssing/Jennersdorf,Mistelbach Mustangs,TOTAL,7.0,favorite,-125,,
257,2022-11-04 16:22:07.848468,Mistelbach Mustangs,Güssing/Jennersdorf,TOTAL,7.0,favorite,-115,,
258,2022-11-04 16:22:07.969848,BC Vienna,Vienna Timberwolves,SPREAD,16.5,underdog,-120,,
